[DRIVER]: PIA [PRED]: [[1.41]] [BIAS]: [10.5108]
---                                 Input Value  Feature Score
driverId_4.0-strt_len_median       -0.229416       0.011539
driverId_842.0-num_fast_corners    -0.229416       0.013821
driverId_4.0-num_med_corners       -0.229416       0.017327
driverId_840.0-num_med_corners     -0.229416       0.020824
driverId_859.0-num_slow_corners    -0.229416       0.021161
driverId_807.0-num_fast_corners    -0.229416       0.025600
driverId_862.0-num_med_corners     -0.229416       0.037300
driverId_864.0-num_med_corners     -0.229416       0.038242
driverId_1.0-num_fast_corners      -0.229416       0.039450
driverId_846.0-strt_len_min        -0.229416       0.044290
driverId_848.0-num_fast_corners    -0.229416       0.062198
driverId_4.0-num_slow_corners      -0.229416       0.064264
driverId_840.0-num_slow_corners    -0.229416       0.066007
driverId_846.0-num_fast_corners    -0.229416       0.075501
driverId_847.0-num_fast_corners    -0.229416       0.088617
driverId_857.0-avg_track_spd       -0.229416       0.093066
driverId_857.0-corner_spd_min      -0.229416       0.099918
driverId_857.0-strt_len_median     -0.229416       0.137411
driverId_857.0-num_slow_corners    -0.229416       0.139642
driverId_844.0-num_med_corners     -0.229416       0.153901
driverId_847.0-num_slow_corners    -0.229416       0.155053
driverId_846.0-num_med_corners     -0.229416       0.251375

[DRIVER]: HAD [PRED]: [[10.1125]] [BIAS]: [10.5108]
---                                 Input Value  Feature Score
driverId_859.0-num_slow_corners     4.358899      -2.877777
driverId_859.0-num_fast_corners     4.358899      -1.393534
driverId_842.0-num_slow_corners    -0.229416      -0.104939
driverId_860.0-num_slow_corners    -0.229416      -0.077487
driverId_860.0-num_med_corners     -0.229416      -0.032809
driverId_852.0-num_med_corners     -0.229416      -0.024987
driverId_862.0-num_fast_corners    -0.229416      -0.020718
driverId_844.0-strt_len_min        -0.229416      -0.014346
driverId_1.0-strt_len_min          -0.229416      -0.012712
driverId_861.0-num_fast_corners    -0.229416      -0.001577
driverId_839.0-num_med_corners     -0.229416       0.003521
driverId_848.0-num_med_corners     -0.229416       0.004964
driverId_844.0-num_fast_corners    -0.229416       0.018911
driverId_848.0-num_slow_corners    -0.229416       0.021518
driverId_852.0-num_fast_corners    -0.229416       0.022428
driverId_4.0-strt_len_median       -0.229416       0.022558
driverId_832.0-num_med_corners     -0.229416       0.025587
driverId_864.0-num_fast_corners    -0.229416       0.026015
driverId_842.0-strt_len_min        -0.229416       0.028995
driverId_4.0-num_fast_corners      -0.229416       0.031237
driverId_4.0-num_med_corners       -0.229416       0.033379
driverId_832.0-strt_len_median     -0.229416       0.036426
driverId_807.0-strt_len_median     -0.229416       0.040515
driverId_862.0-strt_len_median     -0.229416       0.044896
driverId_830.0-num_med_corners     -0.229416       0.052656
driverId_846.0-strt_len_min        -0.229416       0.053930
driverId_1.0-num_med_corners       -0.229416       0.055098
driverId_860.0-num_fast_corners    -0.229416       0.056014
driverId_842.0-num_fast_corners    -0.229416       0.061511
driverId_839.0-num_fast_corners    -0.229416       0.063150
driverId_852.0-strt_len_min        -0.229416       0.064930
driverId_846.0-num_fast_corners    -0.229416       0.076076
driverId_840.0-num_med_corners     -0.229416       0.083004
driverId_861.0-num_med_corners     -0.229416       0.093341
driverId_857.0-avg_track_spd       -0.229416       0.095516
driverId_1.0-num_fast_corners      -0.229416       0.096170
driverId_862.0-num_med_corners     -0.229416       0.099565
driverId_857.0-corner_spd_min      -0.229416       0.111357
driverId_847.0-num_fast_corners    -0.229416       0.132954
driverId_864.0-num_med_corners     -0.229416       0.138462
driverId_807.0-num_fast_corners    -0.229416       0.138736
driverId_857.0-strt_len_median     -0.229416       0.141345
driverId_830.0-strt_len_min        -0.229416       0.142458
driverId_857.0-num_slow_corners    -0.229416       0.146908
driverId_830.0-num_fast_corners    -0.229416       0.152645
driverId_840.0-num_slow_corners    -0.229416       0.164572
driverId_4.0-num_slow_corners      -0.229416       0.183950
driverId_848.0-num_fast_corners    -0.229416       0.200743
driverId_847.0-num_slow_corners    -0.229416       0.222729
driverId_844.0-num_med_corners     -0.229416       0.259535
driverId_846.0-num_med_corners     -0.229416       0.265140
driverId_859.0-num_med_corners      4.358899       0.449136

[DRIVER]: RUS [PRED]: [[4.77]] [BIAS]: [10.5108]
---                                 Input Value  Feature Score
driverId_847.0-num_slow_corners     4.358899      -4.301408
driverId_847.0-num_fast_corners     4.358899      -2.860796
driverId_842.0-num_slow_corners    -0.229416      -0.073578
driverId_860.0-num_slow_corners    -0.229416      -0.056308
driverId_852.0-num_med_corners     -0.229416      -0.020291
driverId_862.0-num_fast_corners    -0.229416      -0.013550
driverId_832.0-strt_len_median     -0.229416      -0.011623
driverId_861.0-num_fast_corners    -0.229416      -0.009738
driverId_1.0-strt_len_min          -0.229416      -0.009486
driverId_839.0-num_med_corners     -0.229416      -0.009468
driverId_859.0-num_fast_corners    -0.229416      -0.008765
driverId_864.0-num_fast_corners    -0.229416      -0.008244
driverId_844.0-strt_len_min        -0.229416      -0.004407
driverId_832.0-num_med_corners     -0.229416      -0.003147
driverId_859.0-num_med_corners     -0.229416      -0.000835
driverId_860.0-num_med_corners     -0.229416      -0.000644
driverId_848.0-num_slow_corners    -0.229416       0.001352
driverId_862.0-strt_len_median     -0.229416       0.003263
driverId_844.0-num_fast_corners    -0.229416       0.003788
driverId_839.0-num_fast_corners    -0.229416       0.004238
driverId_4.0-strt_len_median       -0.229416       0.004820
driverId_861.0-num_med_corners     -0.229416       0.006774
driverId_1.0-num_med_corners       -0.229416       0.008504
driverId_4.0-num_med_corners       -0.229416       0.008964
driverId_852.0-strt_len_min        -0.229416       0.010255
driverId_860.0-num_fast_corners    -0.229416       0.011602
driverId_4.0-num_fast_corners      -0.229416       0.018788
driverId_842.0-num_fast_corners    -0.229416       0.019281
driverId_859.0-num_slow_corners    -0.229416       0.019588
driverId_830.0-num_med_corners     -0.229416       0.024411
driverId_840.0-num_med_corners     -0.229416       0.026999
driverId_1.0-num_fast_corners      -0.229416       0.032071
driverId_862.0-num_med_corners     -0.229416       0.038621
driverId_807.0-num_fast_corners    -0.229416       0.039985
driverId_846.0-strt_len_min        -0.229416       0.044290
driverId_840.0-num_slow_corners    -0.229416       0.049191
driverId_864.0-num_med_corners     -0.229416       0.050172
driverId_848.0-num_fast_corners    -0.229416       0.062502
driverId_846.0-num_fast_corners    -0.229416       0.069485
driverId_4.0-num_slow_corners      -0.229416       0.076336
driverId_830.0-num_fast_corners    -0.229416       0.078713
driverId_857.0-avg_track_spd       -0.229416       0.079728
driverId_830.0-strt_len_min        -0.229416       0.089468
driverId_857.0-corner_spd_min      -0.229416       0.098353
driverId_857.0-strt_len_median     -0.229416       0.133222
driverId_857.0-num_slow_corners    -0.229416       0.146908
driverId_844.0-num_med_corners     -0.229416       0.147830
driverId_846.0-num_med_corners     -0.229416       0.241986

[DRIVER]: ALB [PRED]: [[6.274]] [BIAS]: [10.5108]
---                                 Input Value  Feature Score
driverId_848.0-num_fast_corners     4.358899      -6.145369
driverId_848.0-num_slow_corners     4.358899      -0.449488
driverId_848.0-num_med_corners      4.358899      -0.161526
driverId_842.0-num_slow_corners    -0.229416      -0.095110
driverId_860.0-num_slow_corners    -0.229416      -0.070050
driverId_860.0-num_med_corners     -0.229416      -0.030258
driverId_852.0-num_med_corners     -0.229416      -0.029661
driverId_861.0-num_fast_corners    -0.229416      -0.023344
driverId_859.0-num_fast_corners    -0.229416      -0.021073
driverId_862.0-num_fast_corners    -0.229416      -0.018017
driverId_839.0-num_med_corners     -0.229416      -0.017937
driverId_1.0-strt_len_min          -0.229416      -0.014717
driverId_832.0-num_med_corners     -0.229416      -0.008754
driverId_832.0-strt_len_median     -0.229416      -0.005317
driverId_859.0-num_med_corners     -0.229416      -0.001867
driverId_844.0-strt_len_min        -0.229416       0.000627
driverId_807.0-strt_len_median     -0.229416       0.002156
driverId_4.0-strt_len_median       -0.229416       0.004212
driverId_852.0-num_fast_corners    -0.229416       0.004611
driverId_839.0-num_fast_corners    -0.229416       0.005612
driverId_842.0-strt_len_min        -0.229416       0.006306
driverId_864.0-num_fast_corners    -0.229416       0.007116
driverId_852.0-strt_len_min        -0.229416       0.013166
driverId_862.0-strt_len_median     -0.229416       0.014113
driverId_844.0-num_fast_corners    -0.229416       0.016290
driverId_861.0-num_med_corners     -0.229416       0.016566
driverId_1.0-num_med_corners       -0.229416       0.017056
driverId_4.0-num_fast_corners      -0.229416       0.019970
driverId_4.0-num_med_corners       -0.229416       0.030387
driverId_842.0-num_fast_corners    -0.229416       0.034586
driverId_860.0-num_fast_corners    -0.229416       0.042947
driverId_830.0-num_med_corners     -0.229416       0.047077
driverId_846.0-strt_len_min        -0.229416       0.052209
driverId_846.0-num_fast_corners    -0.229416       0.075724
driverId_840.0-num_med_corners     -0.229416       0.079133
driverId_859.0-num_slow_corners    -0.229416       0.081947
driverId_807.0-num_fast_corners    -0.229416       0.081995
driverId_862.0-num_med_corners     -0.229416       0.084527
driverId_857.0-avg_track_spd       -0.229416       0.097367
driverId_1.0-num_fast_corners      -0.229416       0.102179
driverId_857.0-corner_spd_min      -0.229416       0.111841
driverId_864.0-num_med_corners     -0.229416       0.117628
driverId_847.0-num_fast_corners    -0.229416       0.120728
driverId_830.0-num_fast_corners    -0.229416       0.128802
driverId_840.0-num_slow_corners    -0.229416       0.129623
driverId_857.0-strt_len_median     -0.229416       0.138625
driverId_830.0-strt_len_min        -0.229416       0.142679
driverId_857.0-num_slow_corners    -0.229416       0.146908
driverId_4.0-num_slow_corners      -0.229416       0.147360
driverId_847.0-num_slow_corners    -0.229416       0.223614
driverId_844.0-num_med_corners     -0.229416       0.238729
driverId_846.0-num_med_corners     -0.229416       0.271272

[DRIVER]: BEA [PRED]: [[8.81]] [BIAS]: [10.5108]
---                                 Input Value  Feature Score
driverId_860.0-num_fast_corners     4.358899      -2.738214
driverId_860.0-num_slow_corners     4.358899      -2.284298
driverId_860.0-num_med_corners      4.358899      -0.286460
driverId_842.0-num_slow_corners    -0.229416      -0.103219
driverId_852.0-num_med_corners     -0.229416      -0.052957
driverId_832.0-strt_len_median     -0.229416      -0.034476
driverId_862.0-num_fast_corners    -0.229416      -0.033682
driverId_839.0-num_med_corners     -0.229416      -0.029533
driverId_859.0-num_fast_corners    -0.229416      -0.021365
driverId_861.0-num_fast_corners    -0.229416      -0.018212
driverId_844.0-strt_len_min        -0.229416      -0.013500
driverId_832.0-num_med_corners     -0.229416      -0.004746
driverId_848.0-num_slow_corners    -0.229416       0.000118
driverId_864.0-num_fast_corners    -0.229416       0.000498
driverId_1.0-strt_len_min          -0.229416       0.001846
driverId_859.0-num_med_corners     -0.229416       0.002805
driverId_852.0-num_fast_corners    -0.229416       0.007816
driverId_848.0-num_med_corners     -0.229416       0.010953
driverId_844.0-num_fast_corners    -0.229416       0.013363
driverId_4.0-strt_len_median       -0.229416       0.016158
driverId_842.0-strt_len_min        -0.229416       0.019134
driverId_807.0-strt_len_median     -0.229416       0.020902
driverId_839.0-num_fast_corners    -0.229416       0.028237
driverId_1.0-num_med_corners       -0.229416       0.033115
driverId_862.0-strt_len_median     -0.229416       0.039946
driverId_4.0-num_med_corners       -0.229416       0.040543
driverId_4.0-num_fast_corners      -0.229416       0.041878
driverId_852.0-strt_len_min        -0.229416       0.042969
driverId_861.0-num_med_corners     -0.229416       0.046857
driverId_846.0-strt_len_min        -0.229416       0.052499
driverId_846.0-num_fast_corners    -0.229416       0.072846
driverId_830.0-num_med_corners     -0.229416       0.075612
driverId_842.0-num_fast_corners    -0.229416       0.086193
driverId_857.0-avg_track_spd       -0.229416       0.097367
driverId_807.0-num_fast_corners    -0.229416       0.104171
driverId_840.0-num_med_corners     -0.229416       0.105650
driverId_857.0-corner_spd_min      -0.229416       0.113720
driverId_1.0-num_fast_corners      -0.229416       0.120741
driverId_859.0-num_slow_corners    -0.229416       0.137146
driverId_857.0-strt_len_median     -0.229416       0.141345
driverId_857.0-num_slow_corners    -0.229416       0.146908
driverId_847.0-num_fast_corners    -0.229416       0.147912
driverId_830.0-num_fast_corners    -0.229416       0.164264
driverId_830.0-strt_len_min        -0.229416       0.164524
driverId_862.0-num_med_corners     -0.229416       0.185358
driverId_864.0-num_med_corners     -0.229416       0.195697
driverId_4.0-num_slow_corners      -0.229416       0.216393
driverId_840.0-num_slow_corners    -0.229416       0.226294
driverId_848.0-num_fast_corners    -0.229416       0.227002
driverId_847.0-num_slow_corners    -0.229416       0.244745
driverId_844.0-num_med_corners     -0.229416       0.257663
driverId_846.0-num_med_corners     -0.229416       0.268673

[DRIVER]: STR [PRED]: [[7.455]] [BIAS]: [10.5108]
---                                 Input Value  Feature Score
driverId_840.0-num_slow_corners     4.358899      -3.339234
driverId_840.0-num_med_corners      4.358899      -2.090785
driverId_842.0-num_slow_corners    -0.229416      -0.111035
driverId_860.0-num_slow_corners    -0.229416      -0.079354
driverId_852.0-num_med_corners     -0.229416      -0.037545
driverId_862.0-num_fast_corners    -0.229416      -0.029613
driverId_859.0-num_fast_corners    -0.229416      -0.027945
driverId_861.0-num_fast_corners    -0.229416      -0.026219
driverId_860.0-num_med_corners     -0.229416      -0.025332
driverId_839.0-num_med_corners     -0.229416      -0.020647
driverId_832.0-strt_len_median     -0.229416      -0.014796
driverId_844.0-strt_len_min        -0.229416      -0.005325
driverId_832.0-num_med_corners     -0.229416      -0.004136
driverId_859.0-num_med_corners     -0.229416      -0.003473
driverId_1.0-strt_len_min          -0.229416      -0.003440
driverId_864.0-num_fast_corners    -0.229416       0.001947
driverId_842.0-strt_len_min        -0.229416       0.003465
driverId_852.0-num_fast_corners    -0.229416       0.003510
driverId_848.0-num_med_corners     -0.229416       0.004634
driverId_839.0-num_fast_corners    -0.229416       0.006077
driverId_848.0-num_slow_corners    -0.229416       0.006297
driverId_4.0-strt_len_median       -0.229416       0.009871
driverId_844.0-num_fast_corners    -0.229416       0.012169
driverId_807.0-strt_len_median     -0.229416       0.012683
driverId_852.0-strt_len_min        -0.229416       0.015876
driverId_1.0-num_med_corners       -0.229416       0.016958
driverId_862.0-strt_len_median     -0.229416       0.019390
driverId_860.0-num_fast_corners    -0.229416       0.020155
driverId_861.0-num_med_corners     -0.229416       0.020392
driverId_4.0-num_med_corners       -0.229416       0.028912
driverId_4.0-num_fast_corners      -0.229416       0.031150
driverId_842.0-num_fast_corners    -0.229416       0.037700
driverId_830.0-num_med_corners     -0.229416       0.038198
driverId_846.0-strt_len_min        -0.229416       0.053269
driverId_859.0-num_slow_corners    -0.229416       0.058565
driverId_807.0-num_fast_corners    -0.229416       0.071161
driverId_846.0-num_fast_corners    -0.229416       0.075724
driverId_1.0-num_fast_corners      -0.229416       0.087702
driverId_862.0-num_med_corners     -0.229416       0.092111
driverId_857.0-avg_track_spd       -0.229416       0.097367
driverId_864.0-num_med_corners     -0.229416       0.102267
driverId_857.0-corner_spd_min      -0.229416       0.110284
driverId_847.0-num_fast_corners    -0.229416       0.116454
driverId_830.0-num_fast_corners    -0.229416       0.132612
driverId_857.0-strt_len_median     -0.229416       0.141345
driverId_830.0-strt_len_min        -0.229416       0.143349
driverId_857.0-num_slow_corners    -0.229416       0.146908
driverId_4.0-num_slow_corners      -0.229416       0.153395
driverId_848.0-num_fast_corners    -0.229416       0.154090
driverId_847.0-num_slow_corners    -0.229416       0.219710
driverId_844.0-num_med_corners     -0.229416       0.246042
driverId_846.0-num_med_corners     -0.229416       0.271339

[DRIVER]: ALO [PRED]: [[9.50875]] [BIAS]: [10.5108]
---                                 Input Value  Feature Score
driverId_4.0-num_slow_corners       4.358899      -2.690989
driverId_4.0-num_med_corners        4.358899      -0.741618
driverId_4.0-strt_len_median        4.358899      -0.192974
driverId_842.0-num_slow_corners    -0.229416      -0.109267
driverId_860.0-num_slow_corners    -0.229416      -0.099258
driverId_4.0-num_fast_corners       4.358899      -0.096690
driverId_852.0-num_med_corners     -0.229416      -0.034229
driverId_860.0-num_med_corners     -0.229416      -0.027022
driverId_859.0-num_fast_corners    -0.229416      -0.021382
driverId_839.0-num_med_corners     -0.229416      -0.018386
driverId_862.0-num_fast_corners    -0.229416      -0.013910
driverId_861.0-num_fast_corners    -0.229416      -0.010884
driverId_844.0-strt_len_min        -0.229416      -0.005388
driverId_832.0-strt_len_median     -0.229416      -0.005246
driverId_1.0-strt_len_min          -0.229416      -0.003410
driverId_842.0-strt_len_min        -0.229416      -0.002005
driverId_859.0-num_med_corners     -0.229416      -0.000316
driverId_864.0-num_fast_corners    -0.229416       0.004922
driverId_848.0-num_slow_corners    -0.229416       0.008165
driverId_844.0-num_fast_corners    -0.229416       0.009451
driverId_848.0-num_med_corners     -0.229416       0.013717
driverId_852.0-num_fast_corners    -0.229416       0.014933
driverId_832.0-num_med_corners     -0.229416       0.020384
driverId_807.0-strt_len_median     -0.229416       0.025463
driverId_862.0-strt_len_median     -0.229416       0.027377
driverId_1.0-num_med_corners       -0.229416       0.029611
driverId_852.0-strt_len_min        -0.229416       0.038815
driverId_839.0-num_fast_corners    -0.229416       0.040208
driverId_860.0-num_fast_corners    -0.229416       0.043839
driverId_846.0-strt_len_min        -0.229416       0.050008
driverId_861.0-num_med_corners     -0.229416       0.052682
driverId_842.0-num_fast_corners    -0.229416       0.054842
driverId_830.0-num_med_corners     -0.229416       0.066312
driverId_840.0-num_med_corners     -0.229416       0.066877
driverId_846.0-num_fast_corners    -0.229416       0.070674
driverId_859.0-num_slow_corners    -0.229416       0.081585
driverId_862.0-num_med_corners     -0.229416       0.091581
driverId_857.0-avg_track_spd       -0.229416       0.097367
driverId_1.0-num_fast_corners      -0.229416       0.100137
driverId_807.0-num_fast_corners    -0.229416       0.109175
driverId_857.0-corner_spd_min      -0.229416       0.110284
driverId_847.0-num_fast_corners    -0.229416       0.120004
driverId_864.0-num_med_corners     -0.229416       0.121905
driverId_830.0-num_fast_corners    -0.229416       0.128857
driverId_840.0-num_slow_corners    -0.229416       0.137305
driverId_857.0-strt_len_median     -0.229416       0.137450
driverId_830.0-strt_len_min        -0.229416       0.140523
driverId_857.0-num_slow_corners    -0.229416       0.146908
driverId_848.0-num_fast_corners    -0.229416       0.180762
driverId_847.0-num_slow_corners    -0.229416       0.211339
driverId_844.0-num_med_corners     -0.229416       0.248598
driverId_846.0-num_med_corners     -0.229416       0.268867

[DRIVER]: TSU [PRED]: [[13.72375]] [BIAS]: [10.5108]
---                                 Input Value  Feature Score
driverId_852.0-strt_len_min         4.358899      -1.369848
driverId_852.0-num_fast_corners     4.358899      -0.823997
driverId_842.0-num_slow_corners    -0.229416      -0.120039
driverId_860.0-num_slow_corners    -0.229416      -0.057994
driverId_844.0-strt_len_min        -0.229416      -0.033861
driverId_859.0-num_fast_corners    -0.229416      -0.019141
driverId_861.0-num_fast_corners    -0.229416      -0.013540
driverId_860.0-num_med_corners     -0.229416      -0.007399
driverId_862.0-num_fast_corners    -0.229416      -0.005495
driverId_839.0-num_med_corners     -0.229416      -0.002997
driverId_864.0-num_fast_corners    -0.229416       0.003959
driverId_859.0-num_med_corners     -0.229416       0.004862
driverId_848.0-num_med_corners     -0.229416       0.018037
driverId_1.0-strt_len_min          -0.229416       0.018681
driverId_4.0-strt_len_median       -0.229416       0.020246
driverId_842.0-strt_len_min        -0.229416       0.026276
driverId_848.0-num_slow_corners    -0.229416       0.028033
driverId_844.0-num_fast_corners    -0.229416       0.029121
driverId_4.0-num_med_corners       -0.229416       0.038968
driverId_846.0-strt_len_min        -0.229416       0.045469
driverId_846.0-num_fast_corners    -0.229416       0.067017
driverId_832.0-num_med_corners     -0.229416       0.071495
driverId_4.0-num_fast_corners      -0.229416       0.080634
driverId_862.0-strt_len_median     -0.229416       0.081266
driverId_832.0-strt_len_median     -0.229416       0.091101
driverId_857.0-avg_track_spd       -0.229416       0.097367
driverId_1.0-num_med_corners       -0.229416       0.097815
driverId_830.0-num_med_corners     -0.229416       0.099647
driverId_857.0-corner_spd_min      -0.229416       0.110128
driverId_807.0-strt_len_median     -0.229416       0.124189
driverId_842.0-num_fast_corners    -0.229416       0.124246
driverId_840.0-num_med_corners     -0.229416       0.124700
driverId_860.0-num_fast_corners    -0.229416       0.140116
driverId_857.0-strt_len_median     -0.229416       0.141345
driverId_857.0-num_slow_corners    -0.229416       0.143149
driverId_1.0-num_fast_corners      -0.229416       0.155406
driverId_839.0-num_fast_corners    -0.229416       0.158006
driverId_847.0-num_fast_corners    -0.229416       0.158949
driverId_859.0-num_slow_corners    -0.229416       0.167291
driverId_861.0-num_med_corners     -0.229416       0.173177
driverId_830.0-strt_len_min        -0.229416       0.173535
driverId_830.0-num_fast_corners    -0.229416       0.182393
driverId_862.0-num_med_corners     -0.229416       0.197847
driverId_807.0-num_fast_corners    -0.229416       0.212519
driverId_4.0-num_slow_corners      -0.229416       0.215990
driverId_864.0-num_med_corners     -0.229416       0.218723
driverId_840.0-num_slow_corners    -0.229416       0.245234
driverId_847.0-num_slow_corners    -0.229416       0.254480
driverId_848.0-num_fast_corners    -0.229416       0.258955
driverId_846.0-num_med_corners     -0.229416       0.263262
driverId_844.0-num_med_corners     -0.229416       0.273783
driverId_852.0-num_med_corners      4.358899       0.529847

[DRIVER]: OCO [PRED]: [[13.01]] [BIAS]: [10.5108]
---                                 Input Value  Feature Score
driverId_839.0-num_fast_corners     4.358899      -2.629267
driverId_842.0-num_slow_corners    -0.229416      -0.098806
driverId_852.0-num_med_corners     -0.229416      -0.056935
driverId_860.0-num_slow_corners    -0.229416      -0.049777
driverId_844.0-strt_len_min        -0.229416      -0.028472
driverId_859.0-num_fast_corners    -0.229416      -0.025822
driverId_862.0-num_fast_corners    -0.229416      -0.022015
driverId_861.0-num_fast_corners    -0.229416      -0.021882
driverId_860.0-num_med_corners     -0.229416      -0.003752
driverId_864.0-num_fast_corners    -0.229416      -0.000259
driverId_859.0-num_med_corners     -0.229416       0.005791
driverId_848.0-num_med_corners     -0.229416       0.012469
driverId_1.0-strt_len_min          -0.229416       0.015644
driverId_848.0-num_slow_corners    -0.229416       0.019379
driverId_844.0-num_fast_corners    -0.229416       0.021168
driverId_4.0-strt_len_median       -0.229416       0.022847
driverId_832.0-num_med_corners     -0.229416       0.025346
driverId_842.0-strt_len_min        -0.229416       0.026949
driverId_852.0-num_fast_corners    -0.229416       0.029908
driverId_4.0-num_med_corners       -0.229416       0.038597
driverId_846.0-strt_len_min        -0.229416       0.049436
driverId_832.0-strt_len_median     -0.229416       0.055477
driverId_846.0-num_fast_corners    -0.229416       0.071619
driverId_807.0-strt_len_median     -0.229416       0.077554
driverId_862.0-strt_len_median     -0.229416       0.080617
driverId_4.0-num_fast_corners      -0.229416       0.090671
driverId_1.0-num_med_corners       -0.229416       0.093963
driverId_857.0-avg_track_spd       -0.229416       0.097367
driverId_830.0-num_med_corners     -0.229416       0.107271
driverId_857.0-corner_spd_min      -0.229416       0.113720
driverId_842.0-num_fast_corners    -0.229416       0.125990
driverId_852.0-strt_len_min        -0.229416       0.126670
driverId_860.0-num_fast_corners    -0.229416       0.127565
driverId_840.0-num_med_corners     -0.229416       0.127976
driverId_857.0-strt_len_median     -0.229416       0.141345
driverId_857.0-num_slow_corners    -0.229416       0.146908
driverId_1.0-num_fast_corners      -0.229416       0.151100
driverId_847.0-num_fast_corners    -0.229416       0.159916
driverId_861.0-num_med_corners     -0.229416       0.168615
driverId_859.0-num_slow_corners    -0.229416       0.169029
driverId_830.0-strt_len_min        -0.229416       0.172523
driverId_830.0-num_fast_corners    -0.229416       0.190497
driverId_862.0-num_med_corners     -0.229416       0.204874
driverId_807.0-num_fast_corners    -0.229416       0.214230
driverId_4.0-num_slow_corners      -0.229416       0.223105
driverId_864.0-num_med_corners     -0.229416       0.225567
driverId_840.0-num_slow_corners    -0.229416       0.240598
driverId_847.0-num_slow_corners    -0.229416       0.255520
driverId_848.0-num_fast_corners    -0.229416       0.267806
driverId_846.0-num_med_corners     -0.229416       0.268066
driverId_844.0-num_med_corners     -0.229416       0.268855
driverId_839.0-num_med_corners      4.358899       0.403638

[DRIVER]: COL [PRED]: [[17.214829]] [BIAS]: [10.5108]
---                                 Input Value  Feature Score
driverId_842.0-num_slow_corners    -0.229416      -0.104055
driverId_860.0-num_slow_corners    -0.229416      -0.039866
driverId_862.0-num_fast_corners    -0.229416      -0.017099
driverId_852.0-num_med_corners     -0.229416      -0.016956
driverId_844.0-strt_len_min        -0.229416      -0.013219
driverId_859.0-num_fast_corners    -0.229416       0.000161
driverId_860.0-num_med_corners     -0.229416       0.009264
driverId_859.0-num_med_corners     -0.229416       0.015006
driverId_842.0-strt_len_min        -0.229416       0.028728
driverId_4.0-strt_len_median       -0.229416       0.035029
driverId_864.0-num_fast_corners    -0.229416       0.042816
driverId_839.0-num_med_corners     -0.229416       0.042854
