team_comps,price,score,max_score,projected_gain,pred_score,weight,ensemble_score,centered_pred,centered_score,centered_gain,avg_value,pred_avg_value,team_diffs
"frozenset({'STR', 'HAD', 'ALB', 'BOR', 'PIA', 'WIL', 'MCL'})",104.2,190.8688,32.4,1.6,114.0,0.887,152.43439999999998,3.0813952799082225,1.744558895695162,2.8407382257764344,2.4022664937439253,2.93700104742915,3
"frozenset({'STR', 'HAD', 'ALB', 'PIA', 'WIL', 'DOO', 'MCL'})",104.2,192.8688,32.4,1.6,112.0,0.887,152.43439999999998,2.9879200677048625,1.8094259640594212,2.8407382257764344,2.428213321089629,2.899610962547806,3
"frozenset({'HUL', 'HAD', 'ALB', 'BOR', 'PIA', 'WIL', 'MCL'})",100.5,189.5388,32.4,1.4,113.0,0.887,151.26940000000002,3.0346576738065427,1.70142229523293,2.6080625495014558,2.2454064477940454,2.7787005992234906,3
"frozenset({'KCK', 'HUL', 'STR', 'HAD', 'ALB', 'PIA', 'MCL'})",94.3,178.1988,32.4,1.6,105.0,0.887,141.5994,2.6607568249931033,1.33362601760758,2.8407382257764344,2.2378933425088925,2.768745665463102,3
"frozenset({'KCK', 'STR', 'HAD', 'ALB', 'BOR', 'PIA', 'MCL'})",92.8,179.1988,32.4,1.6,104.0,0.887,141.5994,2.6140192188914235,1.3660595517897098,2.8407382257764344,2.2508667561817446,2.75005062302243,3
"frozenset({'HUL', 'HAD', 'ALB', 'PIA', 'WIL', 'DOO', 'MCL'})",100.5,191.5388,32.4,1.4,111.0,0.887,151.26940000000002,2.9411824616031828,1.7662893635971895,2.6080625495014558,2.271353275139749,2.7413105143421466,3
"frozenset({'KCK', 'HUL', 'HAD', 'ALB', 'PIA', 'MCL', 'ANT'})",104.1,192.1688,32.4,1.2999999999999998,114.0,0.887,153.08440000000002,3.0813952799082225,1.786722490131931,2.491724711363966,2.209723822871152,2.727592938781669,3
"frozenset({'HAD', 'ALB', 'BOR', 'PIA', 'DOO', 'WIL', 'MCL'})",99.0,192.5388,32.4,1.4,110.0,0.887,151.26940000000002,2.8944448555015025,1.798722897779319,2.6080625495014558,2.284326688812601,2.7226154719014746,3
"frozenset({'KCK', 'STR', 'HAD', 'ALB', 'PIA', 'DOO', 'MCL'})",92.8,181.1988,32.4,1.6,102.0,0.887,141.5994,2.5205440066880636,1.430926620153969,2.8407382257764344,2.2768135835274483,2.712660538141086,3
"frozenset({'KCK', 'HAD', 'ALB', 'BOR', 'PIA', 'MCL', 'ANT'})",102.6,193.1688,32.4,1.2999999999999998,113.0,0.887,153.08440000000002,3.0346576738065427,1.8191560243140605,2.491724711363966,2.2226972365440036,2.7088978963409964,3
"frozenset({'KCK', 'HAD', 'ALB', 'PIA', 'DOO', 'MCL', 'ANT'})",102.6,195.1688,32.4,1.2999999999999998,111.0,0.887,153.08440000000002,2.9411824616031828,1.88402309267832,2.491724711363966,2.2486440638897074,2.6715078114596524,3
"frozenset({'KCK', 'HUL', 'HAD', 'ALB', 'BOR', 'PIA', 'MCL'})",89.1,177.86880000000002,32.4,1.4,103.0,0.887,140.4344,2.5672816127897433,1.3229229513274778,2.6080625495014558,2.0940067102318647,2.591750174816771,3
"frozenset({'KCK', 'HUL', 'HAD', 'ALB', 'PIA', 'DOO', 'MCL'})",89.1,179.86880000000002,32.4,1.4,101.0,0.887,140.4344,2.473806400586384,1.3877900196917372,2.6080625495014558,2.1199535375775684,2.554360089935427,3
"frozenset({'HUL', 'STR', 'HAD', 'ALB', 'PIA', 'AST', 'MCL'})",98.7,179.4688,32.4,1.2,108.0,0.887,143.7344,2.800969643298143,1.3748166060188842,2.375386873226477,1.97515876634344,2.545619981255143,3
"frozenset({'KCK', 'HAD', 'ALB', 'BOR', 'PIA', 'DOO', 'MCL'})",87.6,180.86880000000002,32.4,1.4,100.0,0.887,140.4344,2.4270687944847036,1.4202235538738668,2.6080625495014558,2.13292695125042,2.5356650474947546,3
"frozenset({'STR', 'HAD', 'ALB', 'BOR', 'PIA', 'AST', 'MCL'})",97.2,180.4688,32.4,1.2,107.0,0.887,143.7344,2.7542320371964633,1.4072501402010138,2.375386873226477,1.9881321800162919,2.5269249388144717,3
"frozenset({'HUL', 'STR', 'HAD', 'ALB', 'PIA', 'MCL', 'HAA'})",100.39999999999999,195.4688,32.4,1.0,113.0,0.887,154.2344,3.0346576738065427,1.893753152932958,2.142711196951499,2.0431279793440824,2.4994897876935163,2
"frozenset({'STR', 'HAD', 'ALB', 'PIA', 'DOO', 'AST', 'MCL'})",97.2,182.4688,32.4,1.2,105.0,0.887,143.7344,2.6607568249931033,1.472117208565273,2.375386873226477,2.0140790073619956,2.4895348539331277,3
"frozenset({'STR', 'HAD', 'ALB', 'BOR', 'PIA', 'MCL', 'HAA'})",98.89999999999999,196.4688,32.4,1.0,112.0,0.887,154.2344,2.9879200677048625,1.926186687115088,2.142711196951499,2.0561013930169345,2.4807947452528447,2
"frozenset({'HUL', 'HAD', 'PIA', 'BOR', 'RUS', 'MCL', 'HAA'})",104.6,207.93880000000001,32.4,0.7,123.0,0.887,165.4694,3.5020337348233417,2.2981993241841154,1.7936976825390312,1.995498339197065,2.4770321034527556,3
"frozenset({'HAD', 'BEA', 'BOR', 'ALB', 'PIA', 'WIL', 'MCL'})",103.2,198.13879999999997,32.4,0.8,118.0,0.887,158.06939999999997,3.2683457043149424,1.980350689199244,1.9100355206765205,1.9381615880856098,2.4533595941318893,2
"frozenset({'STR', 'HAD', 'ALB', 'PIA', 'DOO', 'MCL', 'HAA'})",98.89999999999999,198.4688,32.4,1.0,110.0,0.887,154.2344,2.8944448555015025,1.991053755479347,2.142711196951499,2.0820482203626383,2.4434046603715007,2
"frozenset({'KCK', 'STR', 'HAD', 'BEA', 'ALB', 'PIA', 'MCL'})",97.0,186.7988,32.4,1.0,110.0,0.887,148.3994,2.8944448555015025,1.6125544115738948,2.142711196951499,1.9306484828004573,2.4434046603715007,2
"frozenset({'HUL', 'HAD', 'PIA', 'RUS', 'DOO', 'MCL', 'HAA'})",104.6,209.93880000000001,32.4,0.7,121.0,0.887,165.4694,3.4085585226199817,2.3630663925483746,1.7936976825390312,2.021445166542769,2.4396420185714116,3
"frozenset({'KCK', 'HUL', 'HAD', 'BEA', 'PIA', 'RUS', 'MCL'})",102.7,198.2688,32.4,0.7,121.0,0.887,159.6344,3.4085585226199817,1.9845670486429214,1.7936976825390312,1.8700454289805872,2.4396420185714116,3
"frozenset({'HAD', 'PIA', 'BOR', 'RUS', 'DOO', 'MCL', 'HAA'})",103.1,210.93880000000001,32.4,0.7,120.0,0.887,165.4694,3.361820916518302,2.3954999267305044,1.7936976825390312,2.0344185802156205,2.4209469761307396,3
"frozenset({'KCK', 'HAD', 'BEA', 'BOR', 'RUS', 'PIA', 'MCL'})",101.2,199.2688,32.4,0.7,120.0,0.887,159.6344,3.361820916518302,2.0170005828250512,1.7936976825390312,1.8830188426534393,2.4209469761307396,3
"frozenset({'HAD', 'BEA', 'ALB', 'PIA', 'DOO', 'WIL', 'MCL'})",103.2,200.13879999999997,32.4,0.8,116.0,0.887,158.06939999999997,3.1748704921115825,2.045217757563503,1.9100355206765205,1.9641084154313135,2.4159695092505453,2
"frozenset({'HAD', 'ALB', 'BOR', 'PIA', 'WIL', 'MCL', 'SAI'})",104.0,195.5388,32.4,0.8,115.0,0.887,155.26940000000002,3.1281328860099027,1.896023500325708,1.9100355206765205,1.9044307125361954,2.3972744668098733,3
"frozenset({'HUL', 'HAD', 'ALB', 'PIA', 'WIL', 'ALO', 'MCL'})",101.60000000000001,202.5388,32.4,0.8,115.0,0.887,158.76940000000002,3.1281328860099027,2.1230582396006152,1.9100355206765205,1.9952446082461583,2.3972744668098733,3
"frozenset({'HAD', 'ALB', 'BOR', 'PIA', 'WIL', 'MCL', 'OCO'})",103.8,198.3388,32.4,0.8,115.0,0.887,156.6694,3.1281328860099027,1.9868373960356704,1.9100355206765205,1.9407562708201804,2.3972744668098733,2
"frozenset({'KCK', 'STR', 'HAD', 'ALB', 'PIA', 'MCL', 'SAI'})",97.8,184.1988,32.4,1.0,107.0,0.887,145.5994,2.7542320371964633,1.528227222700358,2.142711196951499,1.8969176072510425,2.3873195330494847,3
"frozenset({'HUL', 'STR', 'ALB', 'BOR', 'PIA', 'MCL', 'HAA'})",99.39999999999999,190.4688,32.4,1.0,107.0,0.887,148.7344,2.7542320371964633,1.73158548202231,2.142711196951499,1.9782609109798233,2.3873195330494847,3
"frozenset({'KCK', 'STR', 'HAD', 'ALB', 'PIA', 'MCL', 'OCO'})",97.6,186.99880000000002,32.4,1.0,107.0,0.887,146.9994,2.7542320371964633,1.6190411184103213,2.142711196951499,1.933243165535028,2.3873195330494847,2
