team_comps,price,score,max_score,projected_gain,pred_score,weight,ensemble_score,centered_pred,centered_score,centered_gain,avg_value,pred_avg_value,team_diffs
"frozenset({'PIA', 'RUS', 'MER', 'HAD', 'HAA', 'OCO', 'BEA'})",103.3,199.7388,32.4,2.3000000000000003,135.0,0.887,167.36939999999998,3.696040173077683,2.1060004433683672,3.159556223900632,2.4220671775280467,3.535094988324567,3
"frozenset({'PIA', 'ALB', 'MCL', 'HAD', 'HAA', 'OCO', 'BEA'})",101.1,211.53879999999998,32.4,2.2,134.0,0.887,172.7694,3.6533939353362803,2.4944202188357036,3.0448383450350467,2.6595456566955065,3.47082725824591,3
"frozenset({'PIA', 'MCL', 'HAD', 'HAA', 'BOR', 'BEA', 'ANT'})",103.5,208.8388,32.4,2.0,136.0,0.887,172.4194,3.7386864108190854,2.4055445074999575,2.815402587303876,2.528501931441133,3.4617012637645224,2
"frozenset({'PIA', 'RUS', 'MER', 'HAA', 'BOR', 'OCO', 'BEA'})",102.1,194.7388,32.4,2.1,134.0,0.887,164.36939999999998,3.6533939353362803,1.941415792746614,2.9301204661694613,2.2380271947734682,3.436411894586234,3
"frozenset({'PIA', 'ALB', 'MCL', 'HAA', 'BOR', 'OCO', 'BEA'})",99.9,206.53879999999998,32.4,2.0,133.0,0.887,169.7694,3.610747697594878,2.3298355682139507,2.815402587303876,2.475505673940928,3.372144164507577,3
"frozenset({'PIA', 'LAW', 'MCL', 'HAD', 'HAA', 'OCO', 'BEA'})",95.1,207.3388,32.4,2.2,130.0,0.887,168.6694,3.48280898437067,2.3561691123134314,3.0448383450350467,2.562769882129916,3.351417792569983,3
"frozenset({'PIA', 'MCL', 'HAD', 'HAA', 'BOR', 'OCO', 'BEA'})",93.0,202.3388,32.4,2.2,130.0,0.887,166.1694,3.48280898437067,2.1915844616916784,3.0448383450350467,2.4475606266946888,3.351417792569983,2
"frozenset({'PIA', 'RUS', 'MER', 'HAD', 'HAA', 'BOR', 'BEA'})",98.7,191.9388,32.4,2.1,128.0,0.887,159.9694,3.397516508887865,1.8492483883984319,2.9301204661694613,2.1735100117297406,3.257297696072344,2
"frozenset({'PIA', 'LAW', 'RUS', 'MER', 'HAD', 'HAA', 'BEA'})",100.8,196.9388,32.4,2.1,128.0,0.887,162.4694,3.397516508887865,2.013833039020185,2.9301204661694613,2.288719267164968,3.257297696072344,3
"frozenset({'PIA', 'LAW', 'MCL', 'HAA', 'BOR', 'OCO', 'BEA'})",93.9,202.3388,32.4,2.0,129.0,0.887,165.6694,3.4401627466292677,2.1915844616916784,2.815402587303876,2.3787298993753376,3.25273469883165,3
