[DRIVER]: NOR [PRED]: [[1.77]] [BIAS]: [10.24168421]
---                                 Input Value  Feature Score
driverId_861.0-num_med_corners      4.358899       0.210390
prev_construct_points_prop          0.540164       0.658186
prev_driver_points_prop            -0.175635       3.712675

[DRIVER]: SAI [PRED]: [[14.9]] [BIAS]: [10.24168421]
---                                 Input Value  Feature Score
driverId_852.0-num_slow_corners    -0.229416      -0.294806
driverId_840.0-strt_len_min        -0.229416      -0.098063
driverId_852.0-strt_len_min        -0.229416      -0.081043
driverId_860.0-num_fast_corners    -0.229416      -0.078373
driverId_860.0-strt_len_min        -0.229416      -0.076953
driverId_807.0-corner_spd_min      -0.229416      -0.062799
driverId_848.0-num_slow_corners    -0.229416      -0.058199
driverId_864.0-num_fast_corners    -0.229416      -0.053876
driverId_807.0-num_slow_corners    -0.229416      -0.045165
driverId_840.0-num_fast_corners    -0.229416      -0.040102
driverId_807.0-strt_len_min        -0.229416      -0.036541
driverId_839.0-num_slow_corners    -0.229416      -0.032981
driverId_861.0-num_med_corners     -0.229416      -0.031077
driverId_862.0-num_fast_corners    -0.229416      -0.018049
driverId_839.0-strt_len_min        -0.229416      -0.015976
driverId_842.0-num_slow_corners    -0.229416       0.002818
driverId_842.0-num_fast_corners    -0.229416       0.007318
driverId_864.0-strt_len_min        -0.229416       0.017633
driverId_4.0-num_fast_corners      -0.229416       0.018097
driverId_842.0-strt_len_min        -0.229416       0.030828
driverId_848.0-num_fast_corners    -0.229416       0.032539
driverId_840.0-num_slow_corners    -0.229416       0.038486
driverId_852.0-num_fast_corners    -0.229416       0.059527
driverId_1.0-strt_len_min          -0.229416       0.061240
driverId_4.0-num_slow_corners      -0.229416       0.077346
driverId_862.0-strt_len_min        -0.229416       0.077746
driverId_864.0-num_slow_corners    -0.229416       0.140154
prev_construct_points_prop         -0.498612       0.734027
driverId_832.0-strt_len_min         4.358899       1.095019
driverId_832.0-strt_len_median      4.358899       1.416212
prev_driver_points_prop            -0.748052       1.873330

