team_comps,price,score,max_score,projected_gain,pred_score,weight,ensemble_score,centered_pred,centered_score,centered_gain,avg_value,pred_avg_value,team_diffs
"frozenset({'BOR', 'HAA', 'ALO', 'LAW', 'MCL', 'PIA', 'HUL'})",94.9,197.0258,33.4,1.7700000000000002,105.0,0.887,151.0129,1.6263489877087989,2.0913840653217357,1.7671029867099173,1.8968154181546446,1.7108013871094698,2
"frozenset({'BOR', 'HAA', 'ALO', 'LAW', 'MCL', 'PIA', 'BEA'})",94.0,183.6258,33.4,1.5300000000000002,119.0,0.887,151.3129,1.8959018861141859,1.8578146904063448,1.4947647414052907,1.6399847210057124,1.6552195992888488,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'AST', 'PIA', 'HUL'})",93.6,191.0258,33.4,1.79,91.0,0.887,141.0129,1.3567960893034117,1.9868007631208144,1.7897978404853025,1.8685990095395073,1.616597140012546,2
"frozenset({'STR', 'BOR', 'HAA', 'ALO', 'LAW', 'MCL', 'PIA'})",95.0,178.6258,33.4,1.5600000000000003,111.0,0.887,144.8129,1.7418716584539646,1.770661938572244,1.528807022068369,1.625548988669919,1.6140328766226073,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'KCK', 'PIA', 'HUL'})",91.6,202.82580000000002,33.4,1.79,86.0,0.887,144.4129,1.2605271970157734,2.1924812574492933,1.7897978404853025,1.950871207270899,1.578089583097491,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'FER', 'BEA', 'HUL'})",94.9,191.1,22.0,1.6000000000000003,102.0,0.55,146.55,1.5685876523362159,1.9880941099580325,1.5741967296191401,1.739755681754697,1.5719530987059704,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'AST', 'PIA', 'BEA'})",92.69999999999999,177.6258,33.4,1.5500000000000003,105.0,0.887,141.3129,1.6263489877087989,1.7532313882054238,1.5174595951806762,1.6117683123905753,1.5610153521919252,2
"frozenset({'BOR', 'HAA', 'ALO', 'LAW', 'MCL', 'PIA', 'HAM'})",109.9,193.82580000000002,33.4,1.34,122.0,0.887,157.9129,1.9536632214867689,2.0356063041479113,1.2791636305391278,1.581740699982641,1.5489634669181842,2
"frozenset({'BOR', 'OCO', 'HAA', 'ALO', 'LAW', 'MCL', 'PIA'})",95.4,184.4258,33.4,1.4200000000000002,113.0,0.887,148.7129,1.78037921536902,1.8717591306998014,1.36994304564067,1.5706694796643226,1.53411751353201,2
"frozenset({'STR', 'BOR', 'ALO', 'LAW', 'MCL', 'FER', 'HUL'})",95.9,186.1,22.0,1.6300000000000001,94.0,0.55,140.05,1.4145574246759947,1.9009413581239314,1.6082390102822182,1.7253199494189033,1.5307663760397288,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'PIA', 'MER', 'HUL'})",108.8,203.2258,33.4,1.36,117.0,0.887,160.1129,1.8573943291991306,2.1994534775960206,1.3018584843145133,1.6608964816271161,1.5240728222683604,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'KCK', 'PIA', 'BEA'})",90.69999999999999,189.4258,33.4,1.5500000000000003,100.0,0.887,144.7129,1.5300800954211606,1.9589118825339022,1.5174595951806762,1.6940405101219667,1.52250779527687,2
"frozenset({'STR', 'BOR', 'ALO', 'LAW', 'MCL', 'AST', 'PIA'})",93.69999999999999,172.6258,33.4,1.58,97.0,0.887,134.8129,1.4723187600485776,1.6660786363713227,1.5515018758437544,1.5973325800547817,1.5198286295256835,2
"frozenset({'BOR', 'HAA', 'ALO', 'LAW', 'FER', 'PIA', 'HUL'})",91.0,176.2258,33.4,1.7700000000000002,79.0,0.887,127.6129,1.12575074781308,1.7288286176918752,1.7671029867099173,1.7517932391027005,1.5105620911511823,2
"frozenset({'HAD', 'HAA', 'ALO', 'LAW', 'MCL', 'PIA', 'HUL'})",96.30000000000001,196.6258,33.4,1.4100000000000001,108.0,0.887,152.3129,1.6841103230813819,2.0844118451750075,1.3585956187529773,1.6489221093217894,1.4888015004843391,2
"frozenset({'STR', 'BOR', 'ALO', 'LAW', 'MCL', 'KCK', 'PIA'})",91.69999999999999,184.4258,33.4,1.58,92.0,0.887,138.2129,1.3760498677609394,1.8717591306998014,1.5515018758437544,1.6796047777861731,1.4813210726106285,2
"frozenset({'STR', 'BOR', 'ALO', 'LAW', 'MCL', 'FER', 'BEA'})",95.00000000000001,166.4996,8.6,1.3900000000000001,108.0,0.686,137.2498,1.6841103230813819,1.5592955987141086,1.3359007649775916,1.4252586984721984,1.4751845882191077,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'PIA', 'MER', 'BEA'})",107.89999999999999,189.8258,33.4,1.12,131.0,0.887,160.41289999999998,2.126947227604518,1.96588410268063,1.0295202390098868,1.404065784478184,1.468491034447739,2
"frozenset({'RED', 'BOR', 'ALO', 'LAW', 'MCL', 'PIA', 'BEA'})",110.6,189.4258,33.4,1.1500000000000001,128.0,0.887,158.7129,2.0691858922319346,1.9589118825339022,1.063562519672965,1.4217022648173399,1.4658118686965529,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'FER', 'HAM', 'HUL'})",110.8,201.3,22.0,1.4100000000000001,105.0,0.55,153.15,1.6263489877087989,2.1658857236995988,1.3585956187529773,1.6815116607316258,1.4656969663353059,2
"frozenset({'BOR', 'HAA', 'ALO', 'LAW', 'MCL', 'PIA', 'RUS'})",108.9,195.22580000000002,33.4,1.17,125.0,0.887,160.11290000000002,2.011424556859352,2.0600090746614597,1.0862573734483505,1.4757580539335942,1.456324246812751,2
"frozenset({'BOR', 'HAA', 'ALO', 'LAW', 'FER', 'PIA', 'BEA'})",90.10000000000001,162.8258,33.4,1.5300000000000002,93.0,0.887,127.9129,1.395303646218467,1.4952592427764844,1.4947647414052907,1.4949625419537682,1.454980303330561,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'AST', 'PIA', 'HAM'})",108.6,187.82580000000002,33.4,1.3599999999999999,108.0,0.887,147.9129,1.6841103230813819,1.93102300194699,1.3018584843145131,1.5535242913675038,1.4547592198212607,2
"frozenset({'BOR', 'OCO', 'ALO', 'LAW', 'MCL', 'FER', 'HUL'})",96.3,191.9,22.0,1.4900000000000002,96.0,0.55,143.95,1.45306498159105,2.0020385502514886,1.4493750338545195,1.6704404404133073,1.4508510129491317,2
"frozenset({'BOR', 'HAA', 'ALO', 'LAW', 'MCL', 'LEC', 'PIA'})",110.6,196.6258,33.4,1.07,132.0,0.887,164.3129,2.1462010060620456,2.0844118451750075,0.9727831045714228,1.4174346008128569,1.442150265167672,2
"frozenset({'BOR', 'OCO', 'ALO', 'LAW', 'MCL', 'AST', 'PIA'})",94.1,178.4258,33.4,1.44,99.0,0.887,138.7129,1.510826316963633,1.76717582849888,1.3926378994160553,1.5424530710491853,1.4399132664350862,2
"frozenset({'HAD', 'HAA', 'ALO', 'LAW', 'MCL', 'PIA', 'BEA'})",95.4,183.22580000000002,33.4,1.17,122.0,0.887,152.61290000000002,1.9536632214867689,1.8508424702596171,1.0862573734483505,1.3920914121728571,1.4332197126637178,2
"frozenset({'BOR', 'HAA', 'GAS', 'ALO', 'LAW', 'MCL', 'PIA'})",93.10000000000001,177.6258,33.4,1.31,109.0,0.887,143.3129,1.7033641015389094,1.7532313882054238,1.2451213498760494,1.4483653652077992,1.4284184505411934,2
"frozenset({'STR', 'BOR', 'ALO', 'LAW', 'MCL', 'PIA', 'MER'})",108.89999999999999,184.8258,33.4,1.1500000000000001,123.0,0.887,153.91289999999998,1.9729169999442966,1.8787313508465289,1.063562519672965,1.3896300521423905,1.4273043117814976,2
"frozenset({'BOR', 'ALO', 'LAW', 'AST', 'FER', 'PIA', 'HUL'})",89.69999999999999,170.2258,33.4,1.79,65.0,0.887,117.6129,0.8561978494076928,1.6242453154909542,1.7897978404853025,1.7235768304875632,1.4163578440542586,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'KCK', 'PIA', 'HAM'})",106.6,199.62580000000003,33.4,1.3599999999999999,103.0,0.887,151.3129,1.5878414307937436,2.1367034962754685,1.3018584843145131,1.6357964890988952,1.4162516629062054,2
"frozenset({'STR', 'BOR', 'HAA', 'ALO', 'LAW', 'FER', 'PIA'})",91.10000000000001,157.8258,33.4,1.5600000000000003,85.0,0.887,121.4129,1.241273418558246,1.4081064909423835,1.528807022068369,1.4805268096179747,1.4137935806643196,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'FER', 'HAM', 'BEA'})",109.9,192.2124,18.8,1.1700000000000002,119.0,0.873,155.6062,1.8959018861141859,2.0074838541860833,1.0862573734483507,1.4547479657434437,1.4101151785146848,2
"frozenset({'BOR', 'OCO', 'ALO', 'LAW', 'MCL', 'KCK', 'PIA'})",92.1,190.22580000000002,33.4,1.44,94.0,0.887,142.11290000000002,1.4145574246759947,1.9728563228273586,1.3926378994160553,1.6247252687805767,1.4014057095200312,2
"frozenset({'BOR', 'OCO', 'ALO', 'LAW', 'MCL', 'FER', 'BEA'})",95.4,175.8,9.4,1.2500000000000002,110.0,1.0,142.9,1.7226178799964371,1.7214066893456836,1.177036788549893,1.3947847488682092,1.3952692251285106,2
"frozenset({'HAD', 'ALO', 'LAW', 'MCL', 'AST', 'PIA', 'HUL'})",95.0,190.6258,33.4,1.4300000000000002,94.0,0.887,142.3129,1.4145574246759947,1.9798285429740863,1.3812904725283628,1.6207057007066523,1.3945972533874156,2
"frozenset({'STR', 'HAD', 'HAA', 'ALO', 'LAW', 'MCL', 'PIA'})",96.4,178.22580000000002,33.4,1.2000000000000002,114.0,0.887,146.11290000000002,1.7996329938265476,1.7636897184255163,1.120299654111429,1.3776556798370638,1.3920329899974764,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'PIA', 'ALP', 'HUL'})",93.0,184.6258,33.4,1.4100000000000001,94.0,0.887,139.3129,1.4145574246759947,1.875245240773165,1.3585956187529773,1.5652554675610524,1.3809803411221844,2
"frozenset({'BOR', 'ALO', 'LAW', 'FER', 'KCK', 'PIA', 'HUL'})",87.69999999999999,182.0258,33.4,1.79,60.0,0.887,121.0129,0.7599289571200546,1.8299258098194326,1.7897978404853025,1.8058490282189545,1.3778502871392033,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'FER', 'RUS', 'HUL'})",109.8,202.7,22.0,1.2400000000000002,108.0,0.55,155.35,1.6841103230813819,2.1902884942131466,1.1656893616622002,1.5755290146825787,1.3730577462298728,2
"frozenset({'STR', 'BOR', 'ALO', 'LAW', 'MCL', 'FER', 'HAM'})",110.9,187.2124,18.8,1.2000000000000002,111.0,0.873,149.1062,1.7418716584539646,1.9203311023519822,1.120299654111429,1.4403122334076501,1.3689284558484434,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'AST', 'PIA', 'RUS'})",107.6,189.22580000000002,33.4,1.19,111.0,0.887,150.11290000000002,1.7418716584539646,1.9554257724605384,1.108952227223736,1.447541645318457,1.3621199997158275,2
"frozenset({'BOR', 'ALO', 'LAW', 'AST', 'FER', 'PIA', 'BEA'})",88.8,156.82580000000002,33.4,1.5500000000000003,79.0,0.887,117.91290000000001,1.12575074781308,1.3906759405755638,1.5174595951806762,1.4667461333386314,1.3607760562336377,2
"frozenset({'HAD', 'ALO', 'LAW', 'MCL', 'KCK', 'PIA', 'HUL'})",93.0,202.4258,33.4,1.4300000000000002,89.0,0.887,145.7129,1.3182885323883564,2.1855090373025647,1.3812904725283628,1.7029778984380437,1.35608969647236,2
"frozenset({'STR', 'BOR', 'OCO', 'ALO', 'LAW', 'MCL', 'FER'})",96.4,170.8,9.4,1.2800000000000002,102.0,1.0,136.4,1.5685876523362159,1.6342539375115825,1.2110790692129714,1.380349016532416,1.3540825024622691,2
"frozenset({'HAD', 'ALO', 'LAW', 'MCL', 'FER', 'BEA', 'HUL'})",96.3,190.70000000000002,22.0,1.24,105.0,0.55,147.85000000000002,1.6263489877087989,1.9811218898113048,1.1656893616622,1.4918623729218419,1.3499532120808395,2
"frozenset({'BOR', 'HAA', 'ALO', 'LAW', 'FER', 'PIA', 'HAM'})",106.00000000000001,173.0258,33.4,1.34,96.0,0.887,134.5129,1.45306498159105,1.6730508565180509,1.2791636305391278,1.4367185209306972,1.3487241709598967,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'AST', 'LEC', 'PIA'})",109.29999999999998,190.6258,33.4,1.0899999999999999,118.0,0.887,154.3129,1.8766481076566583,1.9798285429740863,0.9954779583468082,1.3892181921977196,1.3479460180707483,2
"frozenset({'BOR', 'OCO', 'ALO', 'LAW', 'MCL', 'PIA', 'MER'})",109.3,190.6258,33.4,1.01,125.0,0.887,157.8129,2.011424556859352,1.9798285429740863,0.9046985432452661,1.3347505431367943,1.3473889486909005,2
"frozenset({'BOR', 'GAS', 'ALO', 'LAW', 'MCL', 'FER', 'HUL'})",94.0,185.1,22.0,1.3800000000000001,92.0,0.55,138.55,1.3760498677609394,1.8835108077571112,1.3245533380898988,1.5481363259567837,1.345151949958315,2
"frozenset({'BOR', 'NOR', 'ALO', 'LAW', 'FER', 'KCK', 'PIA'})",110.1,188.82580000000002,33.4,1.3900000000000001,91.0,0.887,139.9129,1.3567960893034117,1.9484535523138102,1.3359007649775916,1.580921879912079,1.3442588947079197,2
"frozenset({'HAD', 'ALO', 'LAW', 'MCL', 'AST', 'PIA', 'BEA'})",94.1,177.22580000000002,33.4,1.19,108.0,0.887,142.61290000000002,1.6841103230813819,1.746259168058696,1.108952227223736,1.36387500355772,1.3390154655667943,2
"frozenset({'BOR', 'GAS', 'ALO', 'LAW', 'MCL', 'AST', 'PIA'})",91.8,171.6258,33.4,1.33,95.0,0.887,133.3129,1.4338112031335224,1.6486480860045025,1.2678162036514349,1.4201489565926622,1.3342142034442699,2
"frozenset({'BOR', 'OCO', 'HAA', 'ALO', 'LAW', 'FER', 'PIA'})",91.5,163.6258,33.4,1.4200000000000002,87.0,0.887,125.3129,1.2797809754733012,1.509203683069941,1.36994304564067,1.4256473006123784,1.3338782175737225,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'PIA', 'ALP', 'BEA'})",92.1,171.2258,33.4,1.1700000000000002,108.0,0.887,139.6129,1.6841103230813819,1.6416758658577744,1.0862573734483507,1.3084247704121204,1.325398553301563,2
"frozenset({'BOR', 'ALO', 'LAW', 'FER', 'PIA', 'MER', 'HUL'})",104.89999999999999,182.42579999999998,33.4,1.36,91.0,0.887,136.7129,1.3567960893034117,1.8368980299661604,1.3018584843145133,1.5158743025751722,1.3238335263100727,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'KCK', 'PIA', 'RUS'})",105.6,201.02580000000003,33.4,1.19,106.0,0.887,153.5129,1.6456027661663264,2.161106266789017,1.108952227223736,1.5298138430498485,1.3236124428007723,2
"frozenset({'BOR', 'ALO', 'LAW', 'FER', 'KCK', 'PIA', 'BEA'})",86.8,168.6258,33.4,1.5500000000000003,74.0,0.887,121.3129,1.0294818555254417,1.5963564349040418,1.5174595951806762,1.5490183310700223,1.3222684993185823,2
"frozenset({'RED', 'BOR', 'ALO', 'LAW', 'FER', 'PIA', 'HUL'})",107.60000000000001,182.0258,33.4,1.3900000000000001,88.0,0.887,135.0129,1.2990347539308287,1.8299258098194326,1.3359007649775916,1.533510782914328,1.3211543605588862,2
"frozenset({'STR', 'BOR', 'ALO', 'LAW', 'AST', 'FER', 'PIA'})",89.8,151.82580000000002,33.4,1.58,71.0,0.887,111.41290000000001,0.9717205201528587,1.3035231887414627,1.5515018758437544,1.4523104010028378,1.319589333567396,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'FER', 'BEA', 'RUS'})",108.9,197.4,20.2,1.0,122.0,1.0,159.7,1.9536632214867689,2.0979065772689998,0.8933511163575734,1.3751733007221438,1.3174759584092515,2
"frozenset({'HAD', 'OCO', 'HAA', 'ALO', 'LAW', 'MCL', 'PIA'})",96.80000000000001,184.0258,33.4,1.06,116.0,0.887,150.0129,1.8381405507416029,1.864786910553073,0.9614356776837301,1.3227761708314674,1.312117626906879,2
"frozenset({'BOR', 'HAD', 'HAA', 'ALO', 'MCL', 'PIA', 'HUL'})",96.7,201.8258,33.4,1.17,106.0,0.887,153.91289999999998,1.6456027661663264,2.1750507070824723,1.0862573734483505,1.5217747069019993,1.3099955305355409,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'LEC', 'PIA', 'KCK'})",107.29999999999998,202.4258,33.4,1.0899999999999999,113.0,0.887,157.7129,1.78037921536902,2.1855090373025647,0.9954779583468082,1.471490389929111,1.3094384611556928,2
"frozenset({'STR', 'HAD', 'ALO', 'LAW', 'MCL', 'FER', 'HUL'})",97.3,185.7,22.0,1.27,97.0,0.55,141.35,1.4723187600485776,1.8939691379772032,1.1997316423252782,1.4774266405860481,1.308766489414598,2
"frozenset({'BOR', 'ALO', 'LAW', 'MCL', 'FER', 'LEC', 'BEA'})",110.60000000000001,200.2,21.6,0.8999999999999999,129.0,1.0,164.6,2.0884396706894623,2.146712118296096,0.7798768474806455,1.3266109558068258,1.3033019767641723,2
"frozenset({'HAD', 'ALO', 'LAW', 'MCL', 'PIA', 'MER', 'HUL'})",110.2,202.8258,33.4,1.0,120.0,0.887,161.41289999999998,1.9151556645717136,2.1924812574492925,0.8933511163575734,1.413003172794261,1.3020729356432295,2
"frozenset({'HAD', 'ALO', 'LAW', 'MCL', 'KCK', 'PIA', 'BEA'})",92.1,189.02580000000003,33.4,1.19,103.0,0.887,146.0129,1.5878414307937436,1.9519396623871745,1.108952227223736,1.4461472012891115,1.3005079086517393,2
"frozenset({'STR', 'HAD', 'ALO', 'LAW', 'MCL', 'AST', 'PIA'})",95.1,172.22580000000002,33.4,1.22,100.0,0.887,136.11290000000002,1.5300800954211606,1.659106416224595,1.1429945078868144,1.3494392712219265,1.297828742900553,2
"frozenset({'BOR', 'GAS', 'ALO', 'LAW', 'MCL', 'KCK', 'PIA'})",89.8,183.4258,33.4,1.33,90.0,0.887,136.7129,1.3375423108458842,1.854328580332981,1.2678162036514349,1.5024211543240535,1.2957066465292146,2
"frozenset({'BOR', 'GAS', 'ALO', 'LAW', 'MCL', 'FER', 'BEA'})",93.1,165.4996,8.6,1.14,106.0,0.686,135.7498,1.6456027661663264,1.5418650483472884,1.052215092785272,1.2480750750100786,1.2895701621376938,2
"frozenset({'HAD', 'HAA', 'ALO', 'LAW', 'FER', 'PIA', 'HUL'})",92.4,175.8258,33.4,1.4100000000000001,82.0,0.887,128.91289999999998,1.183512083185663,1.721856397545147,1.3585956187529773,1.5038999302698453,1.2885622045260514,2
"frozenset({'STR', 'BOR', 'ALO', 'LAW', 'MCL', 'PIA', 'ALP'})",93.1,166.2258,33.4,1.2000000000000002,100.0,0.887,133.1129,1.5300800954211606,1.5545231140236733,1.120299654111429,1.2939890380763268,1.2842118306353216,2
