n,Accuracy,F1 Score,Acc_Max,Acc_Min,F1_Max,F1_Min
2.0,0.8328320802005013,0.44444444444444436,1.0,0.7,1.0,0.0
3.0,0.8280701754385966,0.42857142857142866,1.0,0.7,1.0,0.0
4.0,0.8566416040100251,0.5238095238095238,1.0,0.7894736842105263,1.0,0.3333333333333333
5.0,0.86140350877193,0.5396825396825398,1.0,0.7894736842105263,1.0,0.3333333333333333
6.0,0.842355889724311,0.4761904761904761,0.9,0.7,0.6666666666666666,0.0
7.0,0.8375939849624061,0.46031746031746035,0.9,0.7894736842105263,0.6666666666666666,0.3333333333333333
8.0,0.8468671679197997,0.4920634920634921,1.0,0.6842105263157895,1.0,0.0
9.0,0.8185463659147869,0.39682539682539675,1.0,0.7,1.0,0.0
10.0,0.8233082706766918,0.4126984126984127,0.9,0.7,0.6666666666666666,0.0
