Feature,Coefficient
driverId_844.0-corner_spd_min,-0.0
driverId_1.0-corner_spd_min,-0.9661839595239611
driverId_4.0-corner_spd_min,-0.0
driverId_807.0-corner_spd_min,-0.38948962761759065
driverId_839.0-corner_spd_min,0.0
driverId_832.0-corner_spd_min,0.0
driverId_860.0-corner_spd_min,-0.0
driverId_852.0-corner_spd_min,0.0
driverId_864.0-corner_spd_min,-0.0
driverId_863.0-corner_spd_min,0.0
driverId_842.0-corner_spd_min,0.0
driverId_861.0-corner_spd_min,0.0
driverId_840.0-corner_spd_min,0.0
driverId_846.0-corner_spd_min,0.0
driverId_865.0-corner_spd_min,0.2840609131565901
driverId_848.0-corner_spd_min,0.0
driverId_847.0-num_slow_corners,-0.0
driverId_830.0-num_slow_corners,-1.0531875710771323
driverId_859.0-num_slow_corners,-0.0
driverId_857.0-num_slow_corners,-0.0
driverId_844.0-num_slow_corners,-0.0
driverId_1.0-num_slow_corners,-0.0
driverId_4.0-num_slow_corners,0.0
driverId_807.0-num_slow_corners,-0.0
driverId_839.0-num_slow_corners,0.0
driverId_832.0-num_slow_corners,0.0
driverId_860.0-num_slow_corners,-0.0
driverId_852.0-num_slow_corners,0.0
driverId_864.0-num_slow_corners,-0.0
driverId_863.0-num_slow_corners,0.0
driverId_842.0-num_slow_corners,-0.0
driverId_861.0-num_slow_corners,0.518532166728571
driverId_840.0-num_slow_corners,0.0
driverId_846.0-num_slow_corners,0.0
driverId_865.0-num_slow_corners,0.0
driverId_848.0-num_slow_corners,0.0
driverId_847.0-num_fast_corners,0.0
driverId_830.0-num_fast_corners,-0.0
driverId_859.0-num_fast_corners,0.29687754589324084
driverId_857.0-num_fast_corners,-0.17660049714338066
driverId_844.0-num_fast_corners,0.0
driverId_1.0-num_fast_corners,-0.0
driverId_4.0-num_fast_corners,0.25411375317702456
driverId_807.0-num_fast_corners,-0.0
driverId_839.0-num_fast_corners,0.2601156264711169
driverId_832.0-num_fast_corners,0.1788410584705168
driverId_860.0-num_fast_corners,-0.0
driverId_852.0-num_fast_corners,0.0
driverId_864.0-num_fast_corners,0.0
driverId_863.0-num_fast_corners,0.0
driverId_842.0-num_fast_corners,-0.18564649550974088
driverId_861.0-num_fast_corners,0.6124726050928804
driverId_840.0-num_fast_corners,0.0
driverId_846.0-num_fast_corners,-0.38257909690119263
driverId_865.0-num_fast_corners,0.0
driverId_848.0-num_fast_corners,-0.9364526810276194
prev_construct_points_prop,-0.0
prev_driver_points_prop,-0.0
driverId_847.0,-0.0
driverId_830.0,-0.0
driverId_859.0,-0.0
driverId_857.0,-0.0
driverId_844.0,-0.0
driverId_1.0,-0.0
driverId_4.0,-0.0
driverId_807.0,-0.0
driverId_839.0,0.0
driverId_832.0,0.0
driverId_860.0,-0.0
driverId_852.0,0.0
driverId_864.0,0.0
driverId_863.0,0.0
driverId_842.0,0.0
driverId_861.0,0.0
driverId_840.0,0.0
driverId_846.0,0.0
driverId_865.0,0.0
driverId_848.0,0.0
constructorId_131.0,-0.0
constructorId_9.0,0.0
constructorId_1.0,-0.0
constructorId_6.0,-0.0
constructorId_117.0,0.0
constructorId_15.0,-0.0
constructorId_210.0,-0.0
constructorId_3.0,0.0
constructorId_214.0,0.0
