Feature,Coefficient
prev_driver_position,0.0
prev_driver_wins,-1.9078929915871825
prev_construct_position,0.0
prev_construct_wins,-0.0
driverId_847.0-strt_len_median,-0.8707357261597101
driverId_830.0-strt_len_median,-0.0
driverId_859.0-strt_len_median,-0.0
driverId_857.0-strt_len_median,-0.0
driverId_844.0-strt_len_median,-1.1563343673076276
driverId_1.0-strt_len_median,-0.0
driverId_4.0-strt_len_median,-0.0
driverId_807.0-strt_len_median,-0.0
driverId_839.0-strt_len_median,0.0
driverId_832.0-strt_len_median,0.12757196066706147
driverId_860.0-strt_len_median,-0.0
driverId_852.0-strt_len_median,0.0
driverId_864.0-strt_len_median,0.0
driverId_863.0-strt_len_median,-0.0
driverId_842.0-strt_len_median,0.0
driverId_861.0-strt_len_median,0.0
driverId_840.0-strt_len_median,0.09729920989134312
driverId_846.0-strt_len_median,0.0
driverId_865.0-strt_len_median,-0.0
driverId_848.0-strt_len_median,0.0
driverId_847.0-strt_len_min,-0.0
driverId_830.0-strt_len_min,1.1873354191824894
driverId_859.0-strt_len_min,0.5727218909062786
driverId_857.0-strt_len_min,-0.0
driverId_844.0-strt_len_min,-0.0
driverId_1.0-strt_len_min,-0.13790406406800823
driverId_4.0-strt_len_min,-0.17632019437368726
driverId_807.0-strt_len_min,-0.0
driverId_839.0-strt_len_min,-0.0
driverId_832.0-strt_len_min,0.7365556916713855
driverId_860.0-strt_len_min,-0.0
driverId_852.0-strt_len_min,0.26686836021408955
driverId_864.0-strt_len_min,0.0
driverId_863.0-strt_len_min,-0.0
driverId_842.0-strt_len_min,0.0
driverId_861.0-strt_len_min,-0.0
driverId_840.0-strt_len_min,0.0
driverId_846.0-strt_len_min,-0.6527412218099203
driverId_865.0-strt_len_min,-0.3902614644233763
driverId_848.0-strt_len_min,0.31812942209881223
driverId_847.0-avg_track_spd,-0.0
driverId_830.0-avg_track_spd,-0.0
driverId_859.0-avg_track_spd,-0.0
driverId_857.0-avg_track_spd,-0.0
driverId_844.0-avg_track_spd,-0.0
driverId_1.0-avg_track_spd,-0.0
driverId_4.0-avg_track_spd,-0.0
driverId_807.0-avg_track_spd,-0.0
driverId_839.0-avg_track_spd,0.0
driverId_832.0-avg_track_spd,0.0
driverId_860.0-avg_track_spd,-0.0
driverId_852.0-avg_track_spd,0.0
driverId_864.0-avg_track_spd,-0.0
driverId_863.0-avg_track_spd,0.0
driverId_842.0-avg_track_spd,0.0
driverId_861.0-avg_track_spd,0.0
driverId_840.0-avg_track_spd,0.0
driverId_846.0-avg_track_spd,0.0
driverId_865.0-avg_track_spd,0.0
driverId_848.0-avg_track_spd,0.0
driverId_847.0-corner_spd_median,-0.0
driverId_830.0-corner_spd_median,-0.0
driverId_859.0-corner_spd_median,0.0
driverId_857.0-corner_spd_median,-0.0
driverId_844.0-corner_spd_median,-0.0
driverId_1.0-corner_spd_median,-0.0
driverId_4.0-corner_spd_median,-0.0
driverId_807.0-corner_spd_median,-0.0
driverId_839.0-corner_spd_median,0.0
driverId_832.0-corner_spd_median,0.0
driverId_860.0-corner_spd_median,-0.0
driverId_852.0-corner_spd_median,0.199649773841497
driverId_864.0-corner_spd_median,-0.0
driverId_863.0-corner_spd_median,0.0
driverId_842.0-corner_spd_median,0.0
driverId_861.0-corner_spd_median,0.0
driverId_840.0-corner_spd_median,0.0
driverId_846.0-corner_spd_median,-0.0
driverId_865.0-corner_spd_median,0.0
driverId_848.0-corner_spd_median,0.0
driverId_847.0-corner_spd_max,-0.0
driverId_830.0-corner_spd_max,-0.0
driverId_859.0-corner_spd_max,-0.0
driverId_857.0-corner_spd_max,-0.0
driverId_844.0-corner_spd_max,-0.0
driverId_1.0-corner_spd_max,-0.0
driverId_4.0-corner_spd_max,-0.0
driverId_807.0-corner_spd_max,-0.0
driverId_839.0-corner_spd_max,0.0
driverId_832.0-corner_spd_max,0.0
driverId_860.0-corner_spd_max,-0.0
driverId_852.0-corner_spd_max,0.0
driverId_864.0-corner_spd_max,0.0
driverId_863.0-corner_spd_max,0.0
driverId_842.0-corner_spd_max,0.0
driverId_861.0-corner_spd_max,0.0
driverId_840.0-corner_spd_max,0.0
driverId_846.0-corner_spd_max,0.0
driverId_865.0-corner_spd_max,0.0
driverId_848.0-corner_spd_max,0.48910540572796685
driverId_847.0-corner_spd_min,-0.0
driverId_830.0-corner_spd_min,-0.0
driverId_859.0-corner_spd_min,-0.0
driverId_857.0-corner_spd_min,-0.0
