Feature,Coefficient
prev_construct_points_prop,-0.0
prev_driver_points_prop,-3.0099543798538537
driverId_847.0,-0.0
driverId_830.0,-0.0
driverId_859.0,0.0
driverId_857.0,-0.0
driverId_844.0,-0.0
driverId_1.0,0.0
driverId_4.0,0.0
driverId_807.0,0.0
driverId_839.0,0.0
driverId_832.0,0.0
driverId_860.0,0.0
driverId_852.0,-0.0
driverId_864.0,0.0
driverId_863.0,-0.0
driverId_842.0,0.0
driverId_861.0,-0.0
driverId_840.0,0.0
driverId_846.0,-0.0
driverId_865.0,-0.0
driverId_848.0,-0.0
constructorId_131.0,-0.0
constructorId_9.0,-0.0
constructorId_1.0,-0.0
constructorId_6.0,-0.0
constructorId_117.0,0.0
constructorId_15.0,0.0
constructorId_210.0,0.0
constructorId_3.0,0.0
constructorId_214.0,-0.0
