Feature,Coefficient
prev_driver_position,0.0
prev_driver_wins,-0.0
prev_construct_position,0.0
prev_construct_wins,-0.0
driverId_847.0-strt_len_median,-0.0
driverId_830.0-strt_len_median,-0.0
driverId_859.0-strt_len_median,0.0
driverId_857.0-strt_len_median,-0.0
driverId_844.0-strt_len_median,-0.0
driverId_1.0-strt_len_median,0.0
driverId_4.0-strt_len_median,0.0
driverId_807.0-strt_len_median,0.0
driverId_839.0-strt_len_median,0.0
driverId_832.0-strt_len_median,0.0
driverId_860.0-strt_len_median,0.0
driverId_852.0-strt_len_median,-0.0
driverId_864.0-strt_len_median,0.0
driverId_863.0-strt_len_median,-0.0
driverId_842.0-strt_len_median,0.0
driverId_861.0-strt_len_median,-0.0
driverId_840.0-strt_len_median,0.0
driverId_846.0-strt_len_median,-0.0
driverId_865.0-strt_len_median,-0.0
driverId_848.0-strt_len_median,-0.0
driverId_847.0-strt_len_min,-0.0
driverId_830.0-strt_len_min,-0.0
driverId_859.0-strt_len_min,0.0
driverId_857.0-strt_len_min,-0.0
driverId_844.0-strt_len_min,-0.0
driverId_1.0-strt_len_min,-0.0
driverId_4.0-strt_len_min,0.0
driverId_807.0-strt_len_min,0.016555801477414075
driverId_839.0-strt_len_min,0.0
driverId_832.0-strt_len_min,0.0
driverId_860.0-strt_len_min,0.0
driverId_852.0-strt_len_min,0.0
driverId_864.0-strt_len_min,0.0
driverId_863.0-strt_len_min,-0.0
driverId_842.0-strt_len_min,-0.0
driverId_861.0-strt_len_min,-0.0
driverId_840.0-strt_len_min,0.0
driverId_846.0-strt_len_min,-0.0
driverId_865.0-strt_len_min,-0.0
driverId_848.0-strt_len_min,-0.0
driverId_847.0-avg_track_spd,-0.0
driverId_830.0-avg_track_spd,-0.0
driverId_859.0-avg_track_spd,0.0
driverId_857.0-avg_track_spd,-0.0
driverId_844.0-avg_track_spd,-0.0
driverId_1.0-avg_track_spd,0.0
driverId_4.0-avg_track_spd,0.0
driverId_807.0-avg_track_spd,0.0
driverId_839.0-avg_track_spd,0.0
driverId_832.0-avg_track_spd,0.0
driverId_860.0-avg_track_spd,0.0
driverId_852.0-avg_track_spd,-0.0
driverId_864.0-avg_track_spd,-0.0
driverId_863.0-avg_track_spd,-0.0
driverId_842.0-avg_track_spd,0.0
driverId_861.0-avg_track_spd,-0.0
driverId_840.0-avg_track_spd,0.0
driverId_846.0-avg_track_spd,-0.0
driverId_865.0-avg_track_spd,-0.0
driverId_848.0-avg_track_spd,-0.0
driverId_847.0-corner_spd_median,-0.0
driverId_830.0-corner_spd_median,-0.0
driverId_859.0-corner_spd_median,0.0
driverId_857.0-corner_spd_median,-0.0
driverId_844.0-corner_spd_median,-0.0
driverId_1.0-corner_spd_median,0.0
driverId_4.0-corner_spd_median,0.0
driverId_807.0-corner_spd_median,0.0413756670853797
driverId_839.0-corner_spd_median,0.0
driverId_832.0-corner_spd_median,0.0
driverId_860.0-corner_spd_median,0.0
driverId_852.0-corner_spd_median,-0.0
driverId_864.0-corner_spd_median,-0.0
driverId_863.0-corner_spd_median,-0.0
driverId_842.0-corner_spd_median,-0.0
driverId_861.0-corner_spd_median,-0.0
driverId_840.0-corner_spd_median,0.0
driverId_846.0-corner_spd_median,-0.0
driverId_865.0-corner_spd_median,-0.0
driverId_848.0-corner_spd_median,-0.0
driverId_847.0-corner_spd_max,-0.0
driverId_830.0-corner_spd_max,-0.0
driverId_859.0-corner_spd_max,0.0
driverId_857.0-corner_spd_max,-0.0
driverId_844.0-corner_spd_max,-0.0
driverId_1.0-corner_spd_max,0.0
driverId_4.0-corner_spd_max,0.0
driverId_807.0-corner_spd_max,0.0
driverId_839.0-corner_spd_max,0.0
driverId_832.0-corner_spd_max,0.0
driverId_860.0-corner_spd_max,0.0
driverId_852.0-corner_spd_max,-0.0
driverId_864.0-corner_spd_max,0.0
driverId_863.0-corner_spd_max,-0.0
driverId_842.0-corner_spd_max,0.0
driverId_861.0-corner_spd_max,-0.0
driverId_840.0-corner_spd_max,0.0
driverId_846.0-corner_spd_max,-0.0
driverId_865.0-corner_spd_max,-0.0
driverId_848.0-corner_spd_max,-0.0
driverId_847.0-corner_spd_min,-0.0
driverId_830.0-corner_spd_min,-0.0
driverId_859.0-corner_spd_min,0.0
driverId_857.0-corner_spd_min,-0.0
driverId_844.0-corner_spd_min,-0.0
driverId_1.0-corner_spd_min,0.0
driverId_4.0-corner_spd_min,0.0
driverId_807.0-corner_spd_min,0.0
driverId_839.0-corner_spd_min,0.0
driverId_832.0-corner_spd_min,0.0
driverId_860.0-corner_spd_min,0.0
driverId_852.0-corner_spd_min,-0.0
driverId_864.0-corner_spd_min,-0.0
driverId_863.0-corner_spd_min,-0.0
driverId_842.0-corner_spd_min,0.0
driverId_861.0-corner_spd_min,-0.0
driverId_840.0-corner_spd_min,0.0
driverId_846.0-corner_spd_min,-0.0
driverId_865.0-corner_spd_min,-0.0
driverId_848.0-corner_spd_min,-0.0
driverId_847.0-num_slow_corners,-0.0
driverId_830.0-num_slow_corners,-0.0
driverId_859.0-num_slow_corners,0.0
driverId_857.0-num_slow_corners,-0.0
driverId_844.0-num_slow_corners,-0.0
driverId_1.0-num_slow_corners,0.0
driverId_4.0-num_slow_corners,0.0
driverId_807.0-num_slow_corners,0.0
driverId_839.0-num_slow_corners,0.0
driverId_832.0-num_slow_corners,0.0
driverId_860.0-num_slow_corners,0.0
driverId_852.0-num_slow_corners,-0.0
driverId_864.0-num_slow_corners,-0.0
driverId_863.0-num_slow_corners,-0.0
driverId_842.0-num_slow_corners,0.0
driverId_861.0-num_slow_corners,-0.0
driverId_840.0-num_slow_corners,0.0
driverId_846.0-num_slow_corners,-0.0
driverId_865.0-num_slow_corners,-0.0
driverId_848.0-num_slow_corners,-0.0
driverId_847.0-num_fast_corners,-0.0
driverId_830.0-num_fast_corners,-0.0
driverId_859.0-num_fast_corners,0.0
driverId_857.0-num_fast_corners,-0.0
driverId_844.0-num_fast_corners,-0.0
driverId_1.0-num_fast_corners,0.0
driverId_4.0-num_fast_corners,0.0
driverId_807.0-num_fast_corners,0.0
driverId_839.0-num_fast_corners,0.0
driverId_832.0-num_fast_corners,0.0
driverId_860.0-num_fast_corners,0.0
driverId_852.0-num_fast_corners,-0.0
driverId_864.0-num_fast_corners,0.0
driverId_863.0-num_fast_corners,-0.0
driverId_842.0-num_fast_corners,-0.0
driverId_861.0-num_fast_corners,-0.0
driverId_840.0-num_fast_corners,0.0
driverId_846.0-num_fast_corners,-0.0
driverId_865.0-num_fast_corners,-0.0
driverId_848.0-num_fast_corners,-0.0
