Feature,Coefficient
prev_driver_position,0.0
prev_driver_wins,-0.0
prev_construct_position,0.0
prev_construct_wins,-0.0
driverId_857.0-strt_len_median,-0.0
driverId_830.0-strt_len_median,-0.0
driverId_844.0-strt_len_median,-0.4774165843351074
driverId_846.0-strt_len_median,0.0
driverId_847.0-strt_len_median,-0.0
driverId_862.0-strt_len_median,-0.0
driverId_1.0-strt_len_median,-0.0
driverId_832.0-strt_len_median,-0.0
driverId_848.0-strt_len_median,0.2121303137316279
driverId_865.0-strt_len_median,-0.0
driverId_4.0-strt_len_median,0.0
driverId_861.0-strt_len_median,0.0
driverId_859.0-strt_len_median,0.5488579370879436
driverId_839.0-strt_len_median,0.0
driverId_807.0-strt_len_median,0.0
driverId_840.0-strt_len_median,0.0
driverId_864.0-strt_len_median,0.0
driverId_863.0-strt_len_median,0.0
driverId_852.0-strt_len_median,-0.0
driverId_842.0-strt_len_median,-0.38757740965940224
driverId_857.0-strt_len_min,-0.0
driverId_830.0-strt_len_min,-0.0
driverId_844.0-strt_len_min,-0.336023110877328
driverId_846.0-strt_len_min,-0.0
driverId_847.0-strt_len_min,-0.0
driverId_862.0-strt_len_min,-0.0
driverId_1.0-strt_len_min,-0.0
driverId_832.0-strt_len_min,0.0
driverId_848.0-strt_len_min,0.0
driverId_865.0-strt_len_min,-0.0
driverId_4.0-strt_len_min,0.0
driverId_861.0-strt_len_min,0.0
driverId_859.0-strt_len_min,0.0
driverId_839.0-strt_len_min,0.0
driverId_807.0-strt_len_min,0.0
driverId_840.0-strt_len_min,1.1790132237511795
driverId_864.0-strt_len_min,0.0
driverId_863.0-strt_len_min,0.0
driverId_852.0-strt_len_min,-0.0
driverId_842.0-strt_len_min,-0.0
driverId_857.0-avg_track_spd,-0.0
driverId_830.0-avg_track_spd,-0.0
driverId_844.0-avg_track_spd,-0.0
driverId_846.0-avg_track_spd,0.0
driverId_847.0-avg_track_spd,-0.0
driverId_862.0-avg_track_spd,-0.0
driverId_1.0-avg_track_spd,-0.0
driverId_832.0-avg_track_spd,-0.0
driverId_848.0-avg_track_spd,0.0
driverId_865.0-avg_track_spd,-0.0
driverId_4.0-avg_track_spd,0.0
driverId_861.0-avg_track_spd,0.0
driverId_859.0-avg_track_spd,0.0
driverId_839.0-avg_track_spd,0.0
driverId_807.0-avg_track_spd,0.0
driverId_840.0-avg_track_spd,0.0
driverId_864.0-avg_track_spd,0.0
driverId_863.0-avg_track_spd,0.0
driverId_852.0-avg_track_spd,-0.0
driverId_842.0-avg_track_spd,-0.0
driverId_857.0-corner_spd_median,-0.0
driverId_830.0-corner_spd_median,-0.0
driverId_844.0-corner_spd_median,-0.0
driverId_846.0-corner_spd_median,0.0
driverId_847.0-corner_spd_median,-0.0
driverId_862.0-corner_spd_median,-0.0
driverId_1.0-corner_spd_median,-0.2811630272758806
driverId_832.0-corner_spd_median,-0.0
driverId_848.0-corner_spd_median,0.0
driverId_865.0-corner_spd_median,-0.0
driverId_4.0-corner_spd_median,0.0
driverId_861.0-corner_spd_median,-0.0
driverId_859.0-corner_spd_median,0.0
driverId_839.0-corner_spd_median,0.0
driverId_807.0-corner_spd_median,0.0
driverId_840.0-corner_spd_median,0.0
driverId_864.0-corner_spd_median,0.19446254785394723
driverId_863.0-corner_spd_median,0.0
driverId_852.0-corner_spd_median,-0.0
driverId_842.0-corner_spd_median,-0.0
driverId_857.0-corner_spd_max,-0.0
driverId_830.0-corner_spd_max,-0.0
driverId_844.0-corner_spd_max,-0.0
driverId_846.0-corner_spd_max,0.0
driverId_847.0-corner_spd_max,-0.3632422669435453
driverId_862.0-corner_spd_max,-0.0
driverId_1.0-corner_spd_max,-0.0
driverId_832.0-corner_spd_max,-0.0
driverId_848.0-corner_spd_max,0.0
driverId_865.0-corner_spd_max,-0.0
driverId_4.0-corner_spd_max,0.09229028308814531
driverId_861.0-corner_spd_max,0.0
driverId_859.0-corner_spd_max,0.0
driverId_839.0-corner_spd_max,0.0
driverId_807.0-corner_spd_max,0.0
driverId_840.0-corner_spd_max,0.0
driverId_864.0-corner_spd_max,0.0
driverId_863.0-corner_spd_max,1.3385892382078712
driverId_852.0-corner_spd_max,-0.0
driverId_842.0-corner_spd_max,-0.0
driverId_857.0-corner_spd_min,-0.0
driverId_830.0-corner_spd_min,-0.0
driverId_844.0-corner_spd_min,-0.4279668720704349
driverId_846.0-corner_spd_min,0.0
driverId_847.0-corner_spd_min,-0.1438212183081911
driverId_862.0-corner_spd_min,-0.11096970725520164
driverId_1.0-corner_spd_min,-0.0
driverId_832.0-corner_spd_min,-0.0
driverId_848.0-corner_spd_min,0.0
driverId_865.0-corner_spd_min,-0.0
driverId_4.0-corner_spd_min,0.0
driverId_861.0-corner_spd_min,0.0
driverId_859.0-corner_spd_min,0.0
driverId_839.0-corner_spd_min,0.03623374639601172
driverId_807.0-corner_spd_min,0.6236774817843278
driverId_840.0-corner_spd_min,0.09568179256605881
driverId_864.0-corner_spd_min,0.0
driverId_863.0-corner_spd_min,0.0
driverId_852.0-corner_spd_min,-0.0
driverId_842.0-corner_spd_min,-0.09294273076098601
driverId_857.0-num_slow_corners,-0.8373417141414806
driverId_830.0-num_slow_corners,-0.0
driverId_844.0-num_slow_corners,-0.0
driverId_846.0-num_slow_corners,0.0
driverId_847.0-num_slow_corners,-0.11885984003449505
driverId_862.0-num_slow_corners,-0.0
driverId_1.0-num_slow_corners,-0.2521747945758914
driverId_832.0-num_slow_corners,0.0
driverId_848.0-num_slow_corners,0.0
driverId_865.0-num_slow_corners,-0.0
driverId_4.0-num_slow_corners,0.0
driverId_861.0-num_slow_corners,0.8235494412186359
driverId_859.0-num_slow_corners,0.41782304801323356
driverId_839.0-num_slow_corners,0.0
driverId_807.0-num_slow_corners,0.0
driverId_840.0-num_slow_corners,0.0
driverId_864.0-num_slow_corners,0.0
driverId_863.0-num_slow_corners,0.0
driverId_852.0-num_slow_corners,-0.0
driverId_842.0-num_slow_corners,-0.0
driverId_857.0-num_fast_corners,-0.0
driverId_830.0-num_fast_corners,-0.749494779404087
driverId_844.0-num_fast_corners,-0.0
driverId_846.0-num_fast_corners,0.4144820843250555
driverId_847.0-num_fast_corners,-0.0
driverId_862.0-num_fast_corners,-0.21969983178228417
driverId_1.0-num_fast_corners,-0.0
driverId_832.0-num_fast_corners,-0.3907423023321722
driverId_848.0-num_fast_corners,-0.0
driverId_865.0-num_fast_corners,0.0
driverId_4.0-num_fast_corners,0.0
driverId_861.0-num_fast_corners,-0.04880158579621525
driverId_859.0-num_fast_corners,0.0
