Feature,Coefficient
driverId_807.0-num_fast_corners,0.03400124874693148
driverId_4.0-num_fast_corners,0.0
driverId_840.0-num_fast_corners,0.0
driverId_861.0-num_fast_corners,-0.0
driverId_863.0-num_fast_corners,0.34106027313592774
driverId_859.0-num_fast_corners,-0.0
driverId_864.0-num_fast_corners,0.6278408533420637
prev_construct_points_prop,-1.8154114497155345
prev_driver_points_prop,-0.7690276731265353
driverId_857.0,-0.0
driverId_846.0,-0.0
driverId_847.0,-0.0
driverId_830.0,-0.0
driverId_848.0,-0.0
driverId_862.0,-0.0
driverId_844.0,-0.0
driverId_1.0,-0.0
driverId_832.0,-0.0
driverId_852.0,0.0
driverId_865.0,-0.0
driverId_839.0,0.0
driverId_842.0,0.0
driverId_807.0,0.0
driverId_4.0,0.0
driverId_840.0,0.0
driverId_861.0,0.0
driverId_863.0,0.0
driverId_859.0,0.0
driverId_864.0,0.0
constructorId_1.0,-0.0
constructorId_131.0,-0.0
constructorId_9.0,-0.0
constructorId_3.0,-0.0
constructorId_6.0,-0.0
constructorId_215.0,-0.0
constructorId_210.0,0.0
constructorId_214.0,0.0
constructorId_15.0,0.0
constructorId_117.0,0.0
